AuthorTag,Author
ABZE,"#Name M-F Chew #Affiliation Virus-Host Interaction Group, Infectious Disease Laboratory (MR3), Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Selangor, Malaysia. #Name H-W Tham #Affiliation Virus-Host Interaction Group, Infectious Disease Laboratory (MR3), Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Selangor, Malaysia. #Name M Rajik #Affiliation Synamatix Sdn. Bhd., Chemistry Lab 4, Enterprise 2, Technology Park Malaysia, Kuala Lumpur, Malaysia. #Name S H Sharifah #Affiliation Virus-Host Interaction Group, Infectious Disease Laboratory (MR3), Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Selangor, Malaysia. #Reference 26248692"
ABZF,"#Name Chih-Hung Wang #Affiliation 1. Department of Power Mechanical Engineering, National Tsing Hua University, Hsinchu, Taiwan. #Name Chen-Hsun Weng #Affiliation 1. Department of Power Mechanical Engineering, National Tsing Hua University, Hsinchu, Taiwan. #Name Yu-Jui Che #Affiliation 1. Department of Power Mechanical Engineering, National Tsing Hua University, Hsinchu, Taiwan. #Name Kuan Wang #Affiliation 4. Nanomedicine Program and Institute of Biological Chemistry, Academia Sinica, Taipei, Taiwan. #Name Gwo-Bin Lee #Affiliation 1. Department of Power Mechanical Engineering, National Tsing Hua University, Hsinchu, Taiwan ; 2. Institute of Biomedical Engineering, National Tsing Hua University, Hsinchu, Taiwan ; 3. Institute of NanoEngineering and Microsystems, National Tsing Hua University, Hsinchu, Taiwan. #Reference 25699101"
ABZG,"#Name Sung-Jae Cha #Affiliation W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205 W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205. #Name Kiwon Park #Affiliation W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205 W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205. #Name Prakash Srinivasan #Affiliation Laboratory of Malaria and Vector Research, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Rockville, MD 20852. #Name Christian W Schindler #Affiliation Department of Microbiology and Immunology and Department of Medicine, Columbia University, New York, NY 10032 Department of Microbiology and Immunology and Department of Medicine, Columbia University, New York, NY 10032. #Name Nico van Rooijen #Affiliation Department of Molecular Cell Biology and Immunology, VUmc, 1081 BT Amsterdam, Netherlands. #Name Monique Stins #Affiliation W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205. #Name Marcelo Jacobs-Lorena #Affiliation W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205 W. Harry Feinstone Department of Molecular Microbiology and Immunology and Johns Hopkins Malaria Research Institute, Bloomberg School of Public Health; and Department of Neurology, Johns Hopkins School of Medicine, Johns Hopkins University, Baltimore, MD 21205 mlorena@jhsph.edu. #Reference 26216124"
ABZH,"#Name Ting Yang #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China. #Name Xiao-Yu Zhang #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China. #Name Xiao-Xiao Zhang #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China. #Name Ming-Li Chen #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China. #Name Jian-Hua Wang #Affiliation Research Center for Analytical Sciences, Northeastern University , Box 332, Shenyang 110819, China. #Reference 26346061"
ABZI,"#Name Juan Zhou #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA. #Name Bishnu P Joshi #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA. #Name Xiyu Duan #Affiliation Department of Biomedical Engineering, University of Michigan, Ann Arbor, Michigan, USA. #Name Asha Pant #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA. #Name Zhen Qiu #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA. #Name Rork Kuick #Affiliation Cancer Center, University of Michigan, Ann Arbor, Michigan, USA. #Name Scott R Owens #Affiliation Department of Pathology, University of Michigan, Ann Arbor, Michigan, USA. #Name Thomas D Wang #Affiliation 1] Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan, USA [2] Department of Biomedical Engineering, University of Michigan, Ann Arbor, Michigan, USA [3] Department of Mechanical Engineering, University of Michigan, Ann Arbor, Michigan, USA. #Reference 26181290"
ABZJ,"#Name Luiz Carlos de Oliveira-Júnior #Affiliation Laboratório de Genética, Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Rua Acre s/n, Bloco 2E sala 230, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil ; Faculdade de Medicina, Universidade Federal de Uberlândia, Avenida Para 1720, Bloco 2U sala 23, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil. #Name Fabiana de Almeida Araújo Santos #Affiliation Laboratório de Nanobiotecnologia, Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Rua Acre s/n, Bloco 2E sala 230, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil. #Name Luiz Ricardo Goulart #Affiliation Laboratório de Nanobiotecnologia, Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Rua Acre s/n, Bloco 2E sala 230, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil. #Name Carlos Ueira-Vieira #Affiliation Laboratório de Genética, Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Rua Acre s/n, Bloco 2E sala 230, Campus Umuarama, 38400-902 Uberlândia, MG, Brazil. #Reference 26417591"
ABZK,"#Name Xuexia Wen #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. wenxuexia0420@163.com. #Name Jiashan Sun #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. conansun6812@163.com. #Name Xiurong Wang #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. wxr@hvri.ac.cn. #Name Hongmei Bao #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 772152723@qq.com. #Name Yuhui Zhao #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 859829800@qq.com. #Name Xianying Zeng #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 395457707@qq.com. #Name Xiaolong Xu #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 781198447@qq.com. #Name Yong Ma #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. mayong135166@163.com. #Name Linlin Gu #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. 18854801560@163.com. #Name Hualan Chen #Affiliation Animal Influenza Laboratory of the Ministry of Agriculture and State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, People's Republic of China. chenhualan@caas.cn. #Reference 26289074"
ABZL,"#Name Robert K Yu #Affiliation Department of Neuroscience and Regenerative Medicine, Medical College of Georgia, Georgia Regents University, Augusta, GA 30912, USA Charlie Norwood VA Medical Center, Augusta, GA 30904, USA ryu@gru.edu. #Name Seigo Usuki #Affiliation Department of Neuroscience and Regenerative Medicine, Medical College of Georgia, Georgia Regents University, Augusta, GA 30912, USA Charlie Norwood VA Medical Center, Augusta, GA 30904, USA. #Name Yutaka Itokazu #Affiliation Department of Neuroscience and Regenerative Medicine, Medical College of Georgia, Georgia Regents University, Augusta, GA 30912, USA Charlie Norwood VA Medical Center, Augusta, GA 30904, USA. #Name Han-Chung Wu #Affiliation Institute of Cellular and Organismic Biology, Academia Sinica, Nankang, Taipei 115, Taiwan. #Reference 26405107"
ABZM,"#Name Chen Yang #Affiliation Cancer Research Institute, University of South China, Hengyang, Hunan 421001, P.R. China. #Name Xiaojuan He #Affiliation Cancer Research Institute, University of South China, Hengyang, Hunan 421001, P.R. China. #Name Xiaomin Liu #Affiliation Cancer Research Institute, University of South China, Hengyang, Hunan 421001, P.R. China. #Name Zheng Tang #Affiliation First Affiliated Hospital, University of South China, Hengyang, Hunan 421001, P.R. China. #Name Xiaoqiu Liang #Affiliation Cancer Research Institute, University of South China, Hengyang, Hunan 421001, P.R. China. #Reference 26081347"
ABZN,"#Name Germana Lentini #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Enza Fazio #Affiliation Department of Physics and Earth Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Federica Calabrese #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Laura M De Plano #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Maria Puliafico #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Domenico Franco #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Marco S Nicolò #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Santina Carnazza #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Sebastiano Trusso #Affiliation CNR-IPCF Institute for Chemical-Physical Processes, Viale Ferdinando Stagno d'Alcontres 37, 98158 Messina, Italy. #Name Alessandro Allegra #Affiliation Department of General Surgery, Oncology and Pathological Anatomy, University of Messina, Via Consolare Valeria, 1, 98125 Messina, Italy. Electronic address: aallegra@unime.it. #Name Fortunato Neri #Affiliation Department of Physics and Earth Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Name Caterina Musolino #Affiliation Department of General Surgery, Oncology and Pathological Anatomy, University of Messina, Via Consolare Valeria, 1, 98125 Messina, Italy. #Name Salvatore P P Guglielmino #Affiliation Department of Biological and Environmental Sciences, University of Messina, Viale Ferdinando Stagno d'Alcontres 31, 98158 Messina, Italy. #Reference 26164011"
ABZO,"#Name Liyan Cao #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Xuying Ge #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Yu Gao #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Dante S Zarlenga #Affiliation Animal Parasitic Diseases Laboratory, Agricultural Research Service, Beltsville, MD, 20705, USA. #Name Kexiong Wang #Affiliation Harbin National Engineering Research Center of Veterinary Biologics Co., Ltd., 789 Chuangxin Street, Songbei District, Harbin, 150001, China. #Name Xunliang Li #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Zhaoheng Qin #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Xiangping Yin #Affiliation State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Epizootic Disease of Grazing Animal of Ministry of Agriculture, Lanzhou Veterinary Research Institute, 11 Yanchang Street, Chengguan District, Lanzhou, 730046, China. #Name Jisheng Liu #Affiliation State Key Laboratory of Veterinary Etiological Biology, Key Laboratory of Epizootic Disease of Grazing Animal of Ministry of Agriculture, Lanzhou Veterinary Research Institute, 11 Yanchang Street, Chengguan District, Lanzhou, 730046, China. #Name Xiaofeng Ren #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. #Name Guangxin Li #Affiliation College of Veterinary Medicine, Northeast Agricultural University, 59 Mucai Street, Xiangfang District, Harbin, 150030, China. ligx@neau.edu.cn. #Reference 26292945"
