Reference,Date,Author
26299762,2015 Oct 15,"#Name Zhen Liang #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. #Name Nan Yang #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. #Name Yao Jiang #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. #Name Chunying Hou #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. #Name Ji Zheng #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. #Name Jiaojiao Shi #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. #Name Rui Zhang #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. #Name Dongmei Li #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. #Name Yanyong Liu #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. Electronic address: liuyanyong@126.com. #Name Pingping Zuo #Affiliation Department of Pharmacology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences & School of Basic Medicine, Peking Union Medical College, 100005 Beijing, China. Electronic address: pingping_zuo@126.com."
26341796,2015 Nov,"#Name A Ruiz #Affiliation Parasitology Unit, Department of Animal Pathology, Faculty of Veterinary Medicine, University of Las Palmas de Gran Canaria, 35416, Arucas, Las Palmas, Spain. antonio.ruiz@ulpgc.es. #Name D Pérez #Affiliation Parasitology Unit, Department of Animal Pathology, Faculty of Veterinary Medicine, University of Las Palmas de Gran Canaria, 35416, Arucas, Las Palmas, Spain. #Name M C Muñoz #Affiliation Parasitology Unit, Department of Animal Pathology, Faculty of Veterinary Medicine, University of Las Palmas de Gran Canaria, 35416, Arucas, Las Palmas, Spain. #Name J M Molina #Affiliation Parasitology Unit, Department of Animal Pathology, Faculty of Veterinary Medicine, University of Las Palmas de Gran Canaria, 35416, Arucas, Las Palmas, Spain. #Name A Taubert #Affiliation Institute of Parasitology, Faculty of Veterinary Medicine, Justus Liebig University Giessen, Giessen, Germany. #Name M Jacobs-Lorena #Affiliation The W. Harry Feinstone Department of Molecular Microbiology and Immunology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD, USA. #Name J Vega-Rodríguez #Affiliation The W. Harry Feinstone Department of Molecular Microbiology and Immunology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD, USA. #Name A M López #Affiliation Parasitology Unit, Department of Animal Pathology, Faculty of Veterinary Medicine, University of Las Palmas de Gran Canaria, 35416, Arucas, Las Palmas, Spain. #Name C Hermosilla #Affiliation Institute of Parasitology, Faculty of Veterinary Medicine, Justus Liebig University Giessen, Giessen, Germany."
26369825,2016,"#Name R D Vestal #Affiliation Department of Nanoscience, University of North Carolina at Greensboro (UNCG), Greensboro, North Carolina 27412, USA.. #Name D R LaJeunesse #Name E W Taylor"
26121597,2015,"#Name Luis M Alvarez #Affiliation Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America; Department of Chemistry & Life Science, United States Military Academy, West Point, New York, United States of America; Cancer and Developmental Biology Laboratory, National Cancer Institute, Frederick, Maryland, United States of America. #Name Jaime J Rivera #Affiliation Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America. #Name Linda Stockdale #Affiliation Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America. #Name Sunil Saini #Affiliation Integra Life Sciences, Plainsboro, New Jersey, United States of America. #Name Richard T Lee #Affiliation Department of Stem Cell and Regenerative Biology, Harvard University, Cambridge, Massachusetts, United States of America. #Name Linda G Griffith #Affiliation Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America."
26172085,2015 Oct,"#Name Shiliang Cheng #Affiliation Clinical Laboratory, Shandong Jiaotong Hospital, Jinan, Shandong, China. #Name Zhen Lin #Affiliation Key Laboratory of Molecular Biology on Infectious Diseases, Chongqing Medical University, Chongqing, China. #Name Xinfeng Liu #Affiliation Clinical Laboratory, Shandong Jiaotong Hospital, Jinan, Shandong, China. #Name Wen Zheng #Affiliation Clinical Laboratory, Shandong Jiaotong Hospital, Jinan, Shandong, China. #Name Gang Lu #Affiliation Artron BioResearch Inc., Burnaby, British Columbia, Canada. #Name Zhiguang Tu #Affiliation Key Laboratory of Diagnostic Medicine, Chongqing Medical University, Chongqing, China. #Name Jun Zhang #Affiliation Artron BioResearch Inc., Burnaby, British Columbia, Canada. #Name Jian Zheng #Affiliation Key Laboratory of Molecular Biology on Infectious Diseases, Chongqing Medical University, Chongqing, China. #Name Xiaolin Yu #Affiliation Key Laboratory of Diagnostic Medicine, Chongqing Medical University, Chongqing, China.. Electronic address: zhangjunlg@hotmail.com."
26315775,2015 Nov 15,"#Name Nianli Zou #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China; Zigong Center For Disease Control and Prevention, Zi'gong, Sichuan, 643000, P. R. China. #Name Jing Xia #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China. #Name Fuyan Wang #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China. #Name Zhenzhen Duan #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China. #Name Dan Miao #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China. #Name Qigui Yan #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China; Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China. #Name Sanjie Cao #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China; Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China. #Name Xintian Wen #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China; Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China. #Name Ping Liu #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China; Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China. #Name Yong Huang #Affiliation College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China; Key Laboratory of Animal Disease and Human Health of Sichuan Province, Sichuan Agricultural University, Ya'an, Sichuan, 625014, P. R. China. Electronic address: hyong601@163.com."
15344223,2004 Aug 31,"#Name Inho Park #Affiliation Department of Microbiology, Brain Korea 21 Project for Medical Science, Yonsei University College of Medicine, 134 Shin chon-dong, Seodaemoon-gu, Seoul 120-752, Korea. #Name In-Hong Choi #Name Se Jong Kim #Name Jeon-Soo Shin"
14748062,2004 Mar,"#Name Colette Jolivet-Reynaud #Affiliation Unité Mixte de Recherche UMR 2142 bioMérieux/CNRS, CERVI, Lyon, France. jolivet@cervi-lyon.inserm.fr #Name Anne Adida #Name Sandrine Michel #Name Gilbert Deléage #Name Glaucia Paranhos-Baccala #Name Virginie Gonin #Name Nicole Battail-Poirot #Name Xavier Lacoux #Name Dominique Rolland"
15272409,2004 Aug 15,"#Name I-Ju Liu #Affiliation Graduate Institute of Oral Biology, National Taiwan University, Taipei, Taiwan. #Name Po-Ren Hsueh #Name Chin-Tarng Lin #Name Chien-Yu Chiu #Name Chuan-Liang Kao #Name Mei-Ying Liao #Name Han-Chung Wu"
15607634,2005 Jan 01,"#Name Shzu-Wei Chan #Affiliation Centre for Gene Analysis and Technology, School of Biosciences and Biotechnology, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, 43600 UKM Bangi, Selangor D.E., Malaysia. #Name Sheila Nathan"
16037945,2005 Sep,"#Name Gabriel Marceau #Affiliation Service de gastroentérologie, hépatologie et nutrition, Hôpital Sainte-Justine, Montréal, Québec, Canada. #Name Pascal Lapierre #Name Kathie Béland #Name Hugo Soudeyns #Name Fernando Alvarez"
26640539,2015 Nov,"#Name Hongyu Jia #Affiliation State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases, The First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang 310003, P.R. China. #Name Changhong Liu #Affiliation Department of Gastroenterology, Shandong Provincial Qianfoshan Hospital, Jinan, Shandong 250013, P.R. China. #Name Ying Yang #Affiliation State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases, The First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang 310003, P.R. China. #Name Haihong Zhu #Affiliation State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases, The First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang 310003, P.R. China. #Name Feng Chen #Affiliation State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases, The First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang 310003, P.R. China. #Name Jihong Liu #Affiliation Department of Medical Oncology, The First People's Hospital of Hangzhou, Hangzhou, Zhejiang 310009, P.R. China. #Name Linfu Zhou #Affiliation Department of Molecular Biology, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310038, P.R. China."
26568284,2016 Jan 04,"#Name Elisabeth E Kenngott #Affiliation Deutsches Rheuma-Forschungszentrum , 10117 Berlin, Germany. #Name Sally Cole #Affiliation AgResearch Ltd. , Hamilton 3240, New Zealand. #Name Wayne R Hein #Affiliation AgResearch Ltd. , Hamilton 3240, New Zealand. #Name Ute Hoffmann #Affiliation Deutsches Rheuma-Forschungszentrum , 10117 Berlin, Germany. #Name Uta Lauer #Affiliation Deutsches Rheuma-Forschungszentrum , 10117 Berlin, Germany. #Name David Maass #Affiliation AgResearch Ltd. , Hamilton 3240, New Zealand. #Name Lloyd Moore #Affiliation AgResearch Ltd. , Hamilton 3240, New Zealand. #Name Jennifer Pfeil #Affiliation Deutsches Rheuma-Forschungszentrum , 10117 Berlin, Germany. #Name Sarah Rosanowski #Affiliation AgResearch Ltd. , Hamilton 3240, New Zealand. #Name Charles B Shoemaker #Affiliation AgResearch Ltd. , Hamilton 3240, New Zealand. #Name Saleh Umair #Affiliation AgResearch Ltd. , Hamilton 3240, New Zealand. #Name Rudolf Volkmer #Affiliation Charité Universitätsmedizin , 10117 Berlin, Germany. #Name Alf Hamann #Affiliation Deutsches Rheuma-Forschungszentrum , 10117 Berlin, Germany. #Name Anton Pernthaner #Affiliation AgResearch Ltd. , Hamilton 3240, New Zealand."
26624919,2016 Feb,"#Name Fei Wen Cheong #Affiliation Department of Parasitology, Faculty of Medicine, University of Malaya, 50603 Kuala Lumpur, Malaysia. #Name Mun Yik Fong #Affiliation Department of Parasitology, Faculty of Medicine, University of Malaya, 50603 Kuala Lumpur, Malaysia; Tropical Disease Research and Education Centre (TIDREC), Faculty of Medicine, University of Malaya, 50603 Kuala Lumpur, Malaysia. Electronic address: fongmy@um.edu.my. #Name Yee Ling Lau #Affiliation Department of Parasitology, Faculty of Medicine, University of Malaya, 50603 Kuala Lumpur, Malaysia; Tropical Disease Research and Education Centre (TIDREC), Faculty of Medicine, University of Malaya, 50603 Kuala Lumpur, Malaysia."
26496918,2016 Jan,"#Name Cuizan Cai #Affiliation College of Pharmacy, Jinan University, 510632, Guangzhou, Guangdong, People's Republic of China. #Name Xiaoyong Dai #Affiliation Guangdong Provincial Key Laboratory of Bioengineering Medicine, Jinan University, 510632, Guangzhou, People's Republic of China. #Name Yujie Zhu #Affiliation College of Pharmacy, Jinan University, 510632, Guangzhou, Guangdong, People's Republic of China. #Name Mengyang Lian #Affiliation College of Pharmacy, Jinan University, 510632, Guangzhou, Guangdong, People's Republic of China. #Name Fei Xiao #Affiliation Department of Pharmacology, School of Medicine, Jinan University, 510632, Guangzhou, Guangdong, People's Republic of China. #Name Fangyuan Dong #Affiliation College of Pharmacy, Jinan University, 510632, Guangzhou, Guangdong, People's Republic of China. #Name Qihao Zhang #Affiliation Guangdong Provincial Key Laboratory of Bioengineering Medicine, Jinan University, 510632, Guangzhou, People's Republic of China. #Name Yadong Huang #Affiliation Guangdong Provincial Key Laboratory of Bioengineering Medicine, Jinan University, 510632, Guangzhou, People's Republic of China. #Name Qing Zheng #Affiliation College of Pharmacy, Jinan University, 510632, Guangzhou, Guangdong, People's Republic of China. tzhengq@jnu.edu.cn."
26541335,2016 Feb,"#Name Han-Lin Liu #Affiliation Department of Plant Pathology and Microbiology, National Taiwan University, No. 1, Sec. 4, Roosevelt Road, Taipei, 10617, Taiwan. d98633001@ntu.edu.tw. #Name Yang-Wei Liu #Affiliation Department of Plant Pathology and Microbiology, National Taiwan University, No. 1, Sec. 4, Roosevelt Road, Taipei, 10617, Taiwan. yangwei.liu@ha-moni.com. #Name Tang-Long Shen #Affiliation Department of Plant Pathology and Microbiology, National Taiwan University, No. 1, Sec. 4, Roosevelt Road, Taipei, 10617, Taiwan. shentl@ntu.edu.tw. #Name Chun-Hua Hsu #Affiliation Department of Agricultural Chemistry, National Taiwan University, Taipei, Taiwan. andyhsu@ntu.edu.tw. #Name Ya-Chun Chang #Affiliation Department of Plant Pathology and Microbiology, National Taiwan University, No. 1, Sec. 4, Roosevelt Road, Taipei, 10617, Taiwan. ycchang@ntu.edu.tw."
26543535,2015 Nov,"#Name Irena Roskar #Affiliation Entrapharm d.o.o., University of Ljubljana Ljubljana, Slovenia. #Name Peter Molek #Affiliation Chair of Pharmaceutical Biology, Faculty of Pharmacy, University of Ljubljana Ljubljana, Slovenia. #Name Miha Vodnik #Affiliation Chair of Pharmaceutical Biology, Faculty of Pharmacy, University of Ljubljana Ljubljana, Slovenia. #Name Mateja Stempelj #Affiliation Entrapharm d.o.o., University of Ljubljana Ljubljana, Slovenia. #Name Borut Strukelj #Affiliation Chair of Pharmaceutical Biology, Faculty of Pharmacy, University of Ljubljana Ljubljana, Slovenia. #Name Mojca Lunder #Affiliation Chair of Pharmaceutical Biology, Faculty of Pharmacy, University of Ljubljana Ljubljana, Slovenia."
